"sourcePath","sourceSha256","sourceCategory","importPath","targetRuntimePath","status","calComTests","nerovaTests","featureFlag","licenseMarkers","notes"
"apps/web/playwright/auth/auth-index.e2e.ts","a15bd65975724994f8e48a7a417f53e015d57b8219b1a4318b927d453cc75e32","web","application/main/CalCom/apps/web/playwright/auth/auth-index.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/auth/delete-account.e2e.ts","df658dc09718eaae9a7479a5bf1490e67e745e8cb3ad827ccd1c6dc35576600e","web","application/main/CalCom/apps/web/playwright/auth/delete-account.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/auth/forgot-password.e2e.ts","1b03602dc2de240c1841722ceea04ecd2b65bc0d94dae20ee1d2ab24f09e78d4","web","application/main/CalCom/apps/web/playwright/auth/forgot-password.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/availability.e2e.ts","08b196158ef75de35bcc8df8b2a3d910a7faf23a5fca420bd8243c6b994087db","web","application/main/CalCom/apps/web/playwright/availability.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/booking-confirm-reject.e2e.ts","4b033013329107411c4ea6cae8381a57c91c0ff48daac7e2a5c9310cb224f389","web","application/main/CalCom/apps/web/playwright/booking-confirm-reject.e2e.ts","application/main/WebApp/tests/e2e/bookings-flows.spec.ts; application/main/Tests/Scheduling/BookingEndpointsTests.cs","ported","self","application/main/Tests/Scheduling/BookingEndpointsTests.cs; application/main/WebApp/tests/e2e/bookings-flows.spec.ts","cal-com-bookings","","Cal.com pending booking confirm/reject E2E is ported into Nerova dashboard smoke coverage plus backend lifecycle API tests."
"apps/web/playwright/booking-duplicate-api-calls.e2e.ts","fb3e40eafbc1dc669f1f752cdad49f631cbe31433108901d3a990ae21baa3792","web","application/main/CalCom/apps/web/playwright/booking-duplicate-api-calls.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/booking-filters.e2e.ts","179ed2cda2fe716f5ffe627e96c23fadf0fcaa43007949d05a5b7563f2b3e061","web","application/main/CalCom/apps/web/playwright/booking-filters.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/booking-limits.e2e.ts","6eeb87956588779131de516bb26d9ac48264c0761ceb64005bd95be38fb9660a","web","application/main/CalCom/apps/web/playwright/booking-limits.e2e.ts","application/main/Tests/Scheduling/PublicSchedulingEndpointsTests.cs; application/main/WebApp/tests/e2e/bookings-flows.spec.ts","ported","","application/main/Tests/Scheduling/PublicSchedulingEndpointsTests.cs; application/main/WebApp/tests/e2e/bookings-flows.spec.ts","cal-com-public-booking","","Wave 1.2 ports booking limit coverage into focused public booking API tests for max daily bookings, daily duration, active booker limit, option validation, and basic seats capacity; E2E now covers public field rendering/submission. Full Cal.com UI error-surface matrix remains later."
"apps/web/playwright/booking-pages.e2e.ts","6cd47c38caa203d9ecbd9c684805a24c4be2ef8cf7cf2b27561832a943243c02","web","application/main/CalCom/apps/web/playwright/booking-pages.e2e.ts","application/main/WebApp/tests/e2e/bookings-flows.spec.ts; application/main/Tests/Scheduling/BookingEndpointsTests.cs","ported","","application/main/Tests/Scheduling/BookingEndpointsTests.cs; application/main/WebApp/tests/e2e/bookings-flows.spec.ts","cal-com-public-booking","","Public booking and direct reschedule behavior covered through backend API tests plus dashboard E2E that navigates into rescheduleUid public route, submits the replacement booking, and verifies original/replacement dashboard state."
"apps/web/playwright/booking-phone-autofill.e2e.ts","28e96e828f2e8f961667ca93cac4c3d281e64aa0279c69907f8aaf98c5049107","web","application/main/CalCom/apps/web/playwright/booking-phone-autofill.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/booking-race-condition.e2e.ts","f639d1dffd44cd88dd4551c84db00dcccebd16cbadbe951b9f051f1630ce6e0d","web","application/main/CalCom/apps/web/playwright/booking-race-condition.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/booking-seats.e2e.ts","9d8daf312f9240d06ee917dd679c126c2866ee52a95be7826e36d632ff84a1d3","web","application/main/CalCom/apps/web/playwright/booking-seats.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/booking-sheet-keyboard.e2e.ts","fc004d28d0a8d6120b113988e9b8cf3a4a3b20c69644b5f46fefbe7bb026be04","web","application/main/CalCom/apps/web/playwright/booking-sheet-keyboard.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/bookings-list.e2e.ts","8f626b0b86a2334fdb57e395c706c818d78d0495f1405a2aa4fb6414d8a38da5","web","application/main/CalCom/apps/web/playwright/bookings-list.e2e.ts","application/main/WebApp/tests/e2e/bookings-flows.spec.ts","ported","","application/main/WebApp/tests/e2e/bookings-flows.spec.ts","cal-com-bookings","","Bookings list/dashboard smoke flow now covers enabled lifecycle menu items, edit location, add guests, direct reschedule navigation, request reschedule, cancellation, details, filters, and mobile action visibility."
"apps/web/playwright/buy-credits.e2e.ts","95a273cd7ada58b8c43de9bd675a0bdaed1eb1223392bea0998ad1955da40def","web","application/main/CalCom/apps/web/playwright/buy-credits.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/cancellation-fee-warning.e2e.ts","98d81cc4db1ff1f0a7fb54d451fa01d11fe9ee92119976a1a0dff5922279e2f8","web","application/main/CalCom/apps/web/playwright/cancellation-fee-warning.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/change-password.e2e.ts","393b38a429a46e25392ab0f66b4f8cfe4eb3e74484b5c2cdeef924513f3931ef","web","application/main/CalCom/apps/web/playwright/change-password.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/change-theme.e2e.ts","50bffe83ee54af75558be208bc4ab317cdcb33c403db3ecd5bd17b09206c7ca4","web","application/main/CalCom/apps/web/playwright/change-theme.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/change-username.e2e.ts","10d09460a35c76f0e8e7073075e3e74981e44e823c10b330e3ac01255a934e5b","web","application/main/CalCom/apps/web/playwright/change-username.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/duration-limits.e2e.ts","03af6fd22f37435f359907771b5d77ede5792a21a52ede329c2fe671d96ae927","web","application/main/CalCom/apps/web/playwright/duration-limits.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/dynamic-booking-pages.e2e.ts","f81e0563e8fc51d10775cfd817dbe7d748d28d8e8ab5e65b656ececfaa0fc0dd","web","application/main/CalCom/apps/web/playwright/dynamic-booking-pages.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/embed-code-generator.e2e.ts","2a761f7150f80063affc195a13136e0fb00b1a94c680d45c4f8802d3dac530f7","web","application/main/CalCom/apps/web/playwright/embed-code-generator.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/event-types.e2e.ts","890d8d95a936c99b7354eae18c9568625b91bc18a8be9f733e58a94f23f7a4e5","web","application/main/CalCom/apps/web/playwright/event-types.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/eventType/ai-translation.e2e.ts","db1ef4bd72296c76867ecf773253ddb19eda96a3876dd03ec85ac9df3fc54b29","web","application/main/CalCom/apps/web/playwright/eventType/ai-translation.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/eventType/availability-tab.e2e.ts","0a044664f200053c74e0089b8078c46088881af361ff0346a2db3d6fd5f1732f","web","application/main/CalCom/apps/web/playwright/eventType/availability-tab.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/eventType/limit-tab.e2e.ts","f45b7d562017a47e1fd8bbbec4f5418f0c320a6a0ce05d535815273ac80de718","web","application/main/CalCom/apps/web/playwright/eventType/limit-tab.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/feature-opt-in-banner.e2e.ts","77832b35652f58c191b02135a4d0910bc0cb6575c1a01dc3a91d8f10be18d3e0","web","application/main/CalCom/apps/web/playwright/feature-opt-in-banner.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/filter-helpers.ts","13817fe2b8102b1f024447b9e3621f7c824110a2624c90a6dbd7050b259abfa5","web","application/main/CalCom/apps/web/playwright/filter-helpers.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/filter-segment.e2e.ts","e45c339b462fa1b5b28723576cd9dc0f4e349029415d6553053a9fad1f487285","web","application/main/CalCom/apps/web/playwright/filter-segment.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/apps.ts","95aa17fa1c3fa5b7f5c5c9877f439cc32a698b1fe0bafa25ad3562f712534527","web","application/main/CalCom/apps/web/playwright/fixtures/apps.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/bookings.ts","563a31e9de2463ce74769d04eaba9f5c5ac02c23a18b6e86089137f0d33d4d73","web","application/main/CalCom/apps/web/playwright/fixtures/bookings.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/cal.png","8c9c5ee53dfaa874acacbc1118c9febe2b3f2e69b811ef6a90598309c2b3df9e","web","application/main/CalCom/apps/web/playwright/fixtures/cal.png","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/cal2.png","b12286a72550376714598edb81c8b794b29a2bbee1db8f800735a43538081782","web","application/main/CalCom/apps/web/playwright/fixtures/cal2.png","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/emails.ts","6f60d9f5b1bdd70b94efaaf4e2105339ef15c2486b72adb76de6c572a3e4f943","web","application/main/CalCom/apps/web/playwright/fixtures/emails.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/embeds.ts","3e86c5a2d3293cea1682f673ab0d397c5cd4bce1b57d24f5441d4cc90dab556a","web","application/main/CalCom/apps/web/playwright/fixtures/embeds.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/eventTypes.ts","4453b49ed069d5d2eae617ac020dae6a6c0e3ab42d584a3b4aca2e15d78d1b22","web","application/main/CalCom/apps/web/playwright/fixtures/eventTypes.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/features.ts","32467a45e6f4164e5f6841ea298c1b28fc15df77205441ac81daceffe60a1cff","web","application/main/CalCom/apps/web/playwright/fixtures/features.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/orgs.ts","5fc22981dca90b20fa670f793e0207b3c978d068997acf5e2195ae91496ecf57","web","application/main/CalCom/apps/web/playwright/fixtures/orgs.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/payments.ts","bb043366920b2eb990bbf787fde11ff117377ece40b240ebb23dee902ad50a69","web","application/main/CalCom/apps/web/playwright/fixtures/payments.ts","","imported","","","cal-com-payments","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/regularBookings.ts","f81958175ce1bac368c8e1db8d8ea649c66951efefb03aa2d879c32b4b5fe249","web","application/main/CalCom/apps/web/playwright/fixtures/regularBookings.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/routingForms.ts","da62ae4062639af46265dbb55c3d759b62829541563a03fa18697ab82f630262","web","application/main/CalCom/apps/web/playwright/fixtures/routingForms.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/servers.ts","cecf33f346ba51059f8f2789b7d478d100c28c61192becbfe06c8a9c0b1202ea","web","application/main/CalCom/apps/web/playwright/fixtures/servers.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/types.ts","33274cc93dbbdf179e00f388de0c840198ffadbd3c8ff0b80451f04f482d48e1","web","application/main/CalCom/apps/web/playwright/fixtures/types.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/users.ts","9ea9669145b403b3e050b64a514f4600f74aea5ec9769054828ba825f0c4c621","web","application/main/CalCom/apps/web/playwright/fixtures/users.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/webhooks.ts","5744cc5f4ad6704edf7afc22037de54717a361085b6d8b1959da0cb220385e27","web","application/main/CalCom/apps/web/playwright/fixtures/webhooks.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/fixtures/workflows.ts","dc8c58ca61de52954858685d9180df53a1fb49f4b70cd0bb2c37ad73022017d3","web","application/main/CalCom/apps/web/playwright/fixtures/workflows.ts","","imported","","","cal-com-workflows","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/hash-my-url.e2e.ts","feff136edebd255d0a8ef25d51156c8030feb7663e46e860e65615b68a748941","web","application/main/CalCom/apps/web/playwright/hash-my-url.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/hide-duration-selector.e2e.ts","c674762b2e64bbcd0eda192ac4b11a502813a4d7870f83c4ce7ac241b037ff4a","web","application/main/CalCom/apps/web/playwright/hide-duration-selector.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/i18n-routing.e2e.ts","f304d9aba0e35619e802891c785fe67a2be030a28e6fc1fb6df17ca2cfb225a9","web","application/main/CalCom/apps/web/playwright/i18n-routing.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/icons.e2e.ts","6b4df9013dca2020ce9a6b6d67560cde5c87dc6bebf6545453698fd6a6d0b1ce","web","application/main/CalCom/apps/web/playwright/icons.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/icons.e2e.ts-snapshots/icons--calcom-web-linux.png","f06d1d18a15d45ce3c2176e619416e0c279804c732e89febb24490ab3fb33775","web","application/main/CalCom/apps/web/playwright/icons.e2e.ts-snapshots/icons--calcom-web-linux.png","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/impersonation.e2e.ts","6392fc823c64ab0dbf5d2d205a1e79f59e7e98d70d3f03df7a1a430cdf6da047","web","application/main/CalCom/apps/web/playwright/impersonation.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/insights-charts.e2e.ts","ab0b44124ffbffa95740101eeeedb01e4cfebf8732d1cc4743a0729c0271294b","web","application/main/CalCom/apps/web/playwright/insights-charts.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/insights-routing-filters.e2e.ts","5f85fd52a2f5788634c8bf5c73c3c7571a8091a0dcf2f9496d46b73655c90543","web","application/main/CalCom/apps/web/playwright/insights-routing-filters.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/insights-routing.e2e.ts","8014a230831b1dac93bd6b14d5c7225d1da1ce77fbee4a5869a9c9401af58ac6","web","application/main/CalCom/apps/web/playwright/insights-routing.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/insights.e2e.ts","72a5826980d56dbcdca7ece74eefebcf778605936000a15ddcd50e79c993405e","web","application/main/CalCom/apps/web/playwright/insights.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/integrations.e2e.ts-snapshots/webhookResponse--calcom-web.txt","acd9098d841ea058722aca1abb75d04395e57aad8906658ba18794283737fdde","web","application/main/CalCom/apps/web/playwright/integrations.e2e.ts-snapshots/webhookResponse--calcom-web.txt","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/chart-helpers.ts","162ae66300d42d7a0625ee1e3503a2085342d6af29ea4129243ac4d2717346c3","web","application/main/CalCom/apps/web/playwright/lib/chart-helpers.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/fixtures.ts","84ab2469165a55e6a7b8f8130b253af9e42149b6ca64c3b19f59d5b81d61dd76","web","application/main/CalCom/apps/web/playwright/lib/fixtures.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/loadJSON.ts","34fc6b5c99e2efe69a26e55f2e87bb9d7885576cce1d48aff7a027a3af7f2466","web","application/main/CalCom/apps/web/playwright/lib/loadJSON.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/localize.ts","444bc00536e19fd78df77b24019f5837a4213c9c87b9f8fd3346d0cf3a943bf9","web","application/main/CalCom/apps/web/playwright/lib/localize.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/next-server.ts","55098bf8427d052d3961a492870a674a25a29a452fa368263b3e1d8d912c9912","web","application/main/CalCom/apps/web/playwright/lib/next-server.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/orgMigration.ts","c98ba3f4cc58e8309490a05232666ba7d1345a9f87350d34eb16d5cd352c57e8","web","application/main/CalCom/apps/web/playwright/lib/orgMigration.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/pageObject.ts","5f084cf70f3e89ea7216c31b94da4a4a14a3be8b8ae3f3ca04d8d278798cef73","web","application/main/CalCom/apps/web/playwright/lib/pageObject.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/teardown.ts","46041033291a95503d4d7a99f205fa9893a4ba2d62c5d194529692fb3de79868","web","application/main/CalCom/apps/web/playwright/lib/teardown.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/test-helpers/organizationHelpers.ts","447f2898c9fa1f052482f31340cfbb2f22fb945c76b66332eb816dd83facc2f9","web","application/main/CalCom/apps/web/playwright/lib/test-helpers/organizationHelpers.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/test-helpers/pbac.ts","0f134c0577f706f911e4089c911060cf307ce289c379595ee4cac48f98f7891c","web","application/main/CalCom/apps/web/playwright/lib/test-helpers/pbac.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/test-helpers/routingFormHelpers.ts","3864635946b1d2615a423aa99d3e6975ad16369b3ce1ddcb9750bba61fe09caa","web","application/main/CalCom/apps/web/playwright/lib/test-helpers/routingFormHelpers.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/test-helpers/teamHelpers.ts","d5822072561f482bbf0a880d93aea7e9dd97723548027350935864ef383a355c","web","application/main/CalCom/apps/web/playwright/lib/test-helpers/teamHelpers.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/lib/testUtils.ts","07927acc2aea9062465e7ebd3c1958cbb132766ba5633ddf40eeb9f2b6afc9dd","web","application/main/CalCom/apps/web/playwright/lib/testUtils.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/locale.e2e.ts","02c026e09ac96c0d3ed8d39a23d711db9352a18f2c9eea6b8d0e9b8e0f92800a","web","application/main/CalCom/apps/web/playwright/locale.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/login.2fa.e2e.ts","b24b6c783795086f37c9471f2b33ad6053f01ef131c8d84922f3b7ee7222eac5","web","application/main/CalCom/apps/web/playwright/login.2fa.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/login.api.e2e.ts","93c7479b8f9d99778e3a0b57189737f73ccfa97827afad3f81bc5cc57a1ebd14","web","application/main/CalCom/apps/web/playwright/login.api.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/login.e2e.ts","b95dbb2e5550e34b637ff5333752dc9001799c559f3a82a00c3908d64a7a360a","web","application/main/CalCom/apps/web/playwright/login.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/login.oauth.e2e.ts","7abfeb8be16479abcda4909f53d49233b1f59c19dfbfd21b5c80ec9c17bd1517","web","application/main/CalCom/apps/web/playwright/login.oauth.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/manage-booking-questions.e2e.ts","b29175a864ea553d894768400711f71798f9cf22566f67639b92222bc7ec251d","web","application/main/CalCom/apps/web/playwright/manage-booking-questions.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/managed-event-types.e2e.ts","9c98db802dbce6e5c1951272028c81ca704e6ef2519496451e627e9ec635123b","web","application/main/CalCom/apps/web/playwright/managed-event-types.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/oauth-provider.e2e.ts","bd3093b62f9eaac22f3b0ae3247c0b31c87edb9c2def8d30a1a01aa31dbec31f","web","application/main/CalCom/apps/web/playwright/oauth-provider.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/oauth/oauth-authorize-approval-status.e2e.ts","17e2ec041f93a0da9a1fd0858a764bcc72eddb882105fcb3bf2d29a931304eda","web","application/main/CalCom/apps/web/playwright/oauth/oauth-authorize-approval-status.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/oauth/oauth-client-admin.e2e.ts","62ded548717e20221db19586da5c3b0e8b1701db0b3fa8ff387e06df23ea6fd0","web","application/main/CalCom/apps/web/playwright/oauth/oauth-client-admin.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/oauth/oauth-client-helpers.ts","b9836fd06cc10ca971ab6554c361e3eac74116ada46a2bb65b1b1d2c83f7fda0","web","application/main/CalCom/apps/web/playwright/oauth/oauth-client-helpers.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/oauth/oauth-client-owner-crud.e2e.ts","153678a1637132b0a71b9ac300415947eec6df77c039079e04d50d8bdf579876","web","application/main/CalCom/apps/web/playwright/oauth/oauth-client-owner-crud.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/oauth/oauth-refresh-tokens.e2e.ts","b2a786b2427833a4912875c1e1072667eb73b5d8b1d550486400c928df65a7ad","web","application/main/CalCom/apps/web/playwright/oauth/oauth-refresh-tokens.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/onboarding.e2e.ts","27370e4f8f723ea391c6a3bd2c436b7391c9586955a0648ce10484fc8895ec68","web","application/main/CalCom/apps/web/playwright/onboarding.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/across-org/across-org.e2e.ts","f6cc0ff6b2d2645ecc2e2fe798ae4ec788ecafe3118ff2b59b600f2a09aea7e2","web","application/main/CalCom/apps/web/playwright/organization/across-org/across-org.e2e.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/assign-all-members-segment-filter.e2e.ts","2cfd9eac2542e60e124664ac3677e829097b22811c208e05e2025acb84c6434e","web","application/main/CalCom/apps/web/playwright/organization/assign-all-members-segment-filter.e2e.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/booking.e2e.ts","d49876eb02ec786132271a431c2fc0648cb1c730fcdeef26344dd61e4e8ce285","web","application/main/CalCom/apps/web/playwright/organization/booking.e2e.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/expects.ts","2dc19fc6b4c1bcf654ab6eb29c7bfc7763c9cc7e8890f9c53f462d1670d6de57","web","application/main/CalCom/apps/web/playwright/organization/expects.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/lib/gotoPathAndExpectRedirectToOrgDomain.ts","b8b06675d13256e324f108319f132c1074668f9ff723721109a22c10394752b9","web","application/main/CalCom/apps/web/playwright/organization/lib/gotoPathAndExpectRedirectToOrgDomain.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/lib/inviteUser.ts","fa33bc947316142f1bcb63e7959234d99d890e4f9260ac4297b62f0081b846e7","web","application/main/CalCom/apps/web/playwright/organization/lib/inviteUser.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/organization-creation-flows.e2e.ts","9b6c81e4c40add576a3b4337d6ef09925ee2b2b6b99fd45d8c73cc9cf7163962","web","application/main/CalCom/apps/web/playwright/organization/organization-creation-flows.e2e.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/organization-invitation.e2e.ts","e5f4935f965ff4b0dcaaf87082958260de48f75bd8c026c203a464744e51cdbb","web","application/main/CalCom/apps/web/playwright/organization/organization-invitation.e2e.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/organization-privacy.e2e.ts","180d16c207c3cef2f2fa397cde0360da156302b5e6d76c76f4e2b7b7b8ccbf74","web","application/main/CalCom/apps/web/playwright/organization/organization-privacy.e2e.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/organization-redirection.e2e.ts","0ba1293624e8fb8a37934827b6c18e18688ca2a08cb314d859b41318c029705e","web","application/main/CalCom/apps/web/playwright/organization/organization-redirection.e2e.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/organization-settings.e2e.ts","9333ebadbdaf55b96ed902a372a50bbe836f341abf0d10285eb2ff57436b51ab","web","application/main/CalCom/apps/web/playwright/organization/organization-settings.e2e.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/organization/team-management.e2e.ts","9b172e46917845b73f86bb1c00e3d5f48dafaab31cd545a4d714e2cc479644f8","web","application/main/CalCom/apps/web/playwright/organization/team-management.e2e.ts","","imported","","","cal-com-teams-organizations","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/out-of-office.e2e.ts","4edfa8239594b93bef5806783dc671322894f0ea5fba276edf487118c3b8d65c","web","application/main/CalCom/apps/web/playwright/out-of-office.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
"apps/web/playwright/overlay-calendar.e2e.ts","5597ac3af215f8feca034ad32bf2deb7c5b5c5dfdf29081119e6d764e0441026","web","application/main/CalCom/apps/web/playwright/overlay-calendar.e2e.ts","","imported","","","cal-com-core","","Initial full-source import; runtime adaptation pending."
